Org Number,Legal Name,SNI Code,Region,Classification,Legal Form,Founded Year,Personnel Costs,Board Total,Board Women,Board Men,Total Funding,turnover_first_year,turnover_last_year,turnover_first_value,turnover_last_value,turnover_cagr_pct,employees_first_year,employees_last_year,employees_first_value,employees_last_value,employees_cagr_pct,turnover_2023,turnover_2024,employees_2023,employees_2024,efficiency_growth_gap_pct,turnover_per_employee_2024,sni_2digit,division_interval,section_code,section_desc,time_span,log_turnover_2024,log_employees_2024,log_turnover_per_employee_2024,firm_age_2024,board_women_share,log_personnel_costs,log_total_funding
ORG_03872,Company_03872,58290,Jönköpings län,Startup,aktiebolag,2021,2396000.0,3.0,1.0,2.0,250000.0,2021.0,2024.0,24000.0,956000.0,241.51953477250743,2021.0,2024.0,2.0,3.0,14.471424255333186,980000.0,956000.0,3.0,3.0,227.04811051717425,318666.6666666667,58,58-60,J,"PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES",3.0,13.770514238058096,1.3862943611198906,12.671904041435818,3.0,0.3333333333333333,14.68931165557966,12.429220196836383
ORG_03875,Company_03875,70220,Västra Götalands län,Startup,aktiebolag,2021,1675000.0,2.0,0.0,2.0,50000.0,2021.0,2024.0,527000.0,2378000.0,65.24706135663965,2021.0,2024.0,2.0,3.0,14.471424255333186,4217000.0,2378000.0,3.0,3.0,50.77563710130646,792666.6666666666,70,69-75,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3.0,14.681770776754222,1.3862943611198906,13.583159329128298,3.0,0.0,14.331324320256051,10.819798284210286
ORG_03883,Company_03883,62010,Västra Götalands län,Startup,aktiebolag,2021,,2.0,0.0,2.0,58098343.84,2021.0,2024.0,93000.0,510000.0,76.34469902707808,2022.0,2024.0,5.0,6.0,9.544511501033215,851000.0,510000.0,7.0,6.0,66.80018752604487,85000.0,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",3.0,13.1421679654829,1.9459101490553132,11.350418300109132,3.0,0.0,,17.87764773329242
ORG_03892,Company_03892,70220,Stockholms län,Startup,aktiebolag,2021,2383000.0,1.0,1.0,0.0,299564.0,2021.0,2024.0,1853000.0,5225000.0,41.276618642353654,2021.0,2024.0,2.0,2.0,0.0,3208000.0,5225000.0,2.0,2.0,41.276618642353654,2612500.0,70,69-75,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3.0,15.468965547202691,1.0986122886681098,14.77581855803025,3.0,1.0,14.6838711757199,12.610086701371022
ORG_03893,Company_03893,58290;86222,Stockholms län,Startup,aktiebolag,2021,2813000.0,4.0,3.0,1.0,300000.0,2021.0,2024.0,33000.0,8061000.0,525.112706946936,2021.0,2024.0,1.0,3.0,44.22495703074083,4521000.0,8061000.0,1.0,3.0,480.88774991619516,2687000.0,58,58-60,J,"PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES",3.0,15.902548300319818,1.3862943611198906,14.803936259759821,3.0,0.75,14.849762442964288,12.611541086966115
ORG_03896,Company_03896,77330,Örebro län,Startup,aktiebolag,2021,,4.0,2.0,2.0,17477099.99,2021.0,2024.0,1306000.0,1714000.0,9.485317016849603,2023.0,2024.0,1.0,1.0,0.0,6767000.0,1714000.0,1.0,1.0,9.485317016849603,1714000.0,77,77-82,O,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3.0,14.354340961570264,0.6931471805599453,14.354340961570264,3.0,0.5,,16.67640206718348
ORG_03903,Company_03903,20590,Stockholms län,Startup,aktiebolag,2021,,5.0,1.0,4.0,638460683.43,2021.0,2024.0,5050000.0,24448000.0,69.16765127127545,2021.0,2024.0,4.0,19.0,68.09877033994816,16154000.0,24448000.0,10.0,19.0,1.0688809313272856,1286736.8421052631,20,10-33,C,MANUFACTURING,3.0,17.012059011851523,2.995732273553991,14.067620768941328,3.0,0.2,,20.274570656646773
ORG_03918,Company_03918,10890,Stockholms län,Startup,aktiebolag,2021,1554000.0,4.0,1.0,3.0,300000.0,2021.0,2024.0,134000.0,8955000.0,305.8076819117575,2022.0,2024.0,2.0,3.0,22.474487139158896,5332000.0,8955000.0,3.0,3.0,283.33319477259863,2985000.0,10,10-33,C,MANUFACTURING,3.0,16.007722705146403,1.3862943611198906,14.90911063981716,3.0,0.25,14.256343453410166,12.611541086966115
ORG_03947,Company_03947,58290;73111,Jönköpings län,Startup,aktiebolag,2021,126000.0,2.0,0.0,2.0,50000.0,2021.0,2024.0,2000.0,466000.0,515.3449493663682,2021.0,2024.0,1.0,1.0,0.0,69000.0,466000.0,1.0,1.0,515.3449493663682,466000.0,58,58-60,J,"PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES",3.0,13.051943059028227,0.6931471805599453,13.051943059028227,3.0,0.0,11.744045122410057,10.819798284210286
ORG_03962,Company_03962,72110,Skåne län,Startup,aktiebolag,2022,2179000.0,5.0,1.0,4.0,2000000.0,2022.0,2024.0,1702000.0,1923000.0,6.29427258996087,2022.0,2024.0,5.0,6.0,9.544511501033215,1100000.0,1923000.0,5.0,6.0,-3.250238911072345,320500.0,72,69-75,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2.0,14.469397544591583,1.9459101490553132,12.677640675462799,2.0,0.2,14.594377072852765,14.508658238524095
ORG_03971,Company_03971,63110,Stockholms län,Startup,aktiebolag,2021,5968000.0,4.0,1.0,3.0,235000.0,2021.0,2024.0,153000.0,16932000.0,380.10800038936026,2021.0,2024.0,1.0,6.0,81.71205928321396,9162000.0,16932000.0,6.0,6.0,298.3959411061463,2822000.0,63,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",3.0,16.64471593968272,1.9459101490553132,14.852956765753445,3.0,0.25,15.601922588426042,12.367345048436391
ORG_03987,Company_03987,77210,Kronobergs län,Startup,aktiebolag,2021,166000.0,1.0,0.0,1.0,822137.3200000001,2021.0,2024.0,4167000.0,3919000.0,-2.0245528252609057,2022.0,2024.0,1.0,1.0,0.0,3152000.0,3919000.0,1.0,1.0,-2.0245528252609057,3919000.0,77,77-82,O,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3.0,15.18134733234887,0.6931471805599453,15.18134733234887,3.0,0.0,12.019749091416921,13.61966393238817
ORG_04006,Company_04006,62010,Stockholms län,Startup,aktiebolag,2021,,5.0,0.0,5.0,15453120.99,2021.0,2024.0,30000.0,882000.0,208.63779681585845,2022.0,2024.0,4.0,4.0,0.0,365000.0,882000.0,4.0,4.0,208.63779681585845,220500.0,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",3.0,13.689948468775134,1.6094379124341003,12.303657509006147,3.0,0.0,,16.553321611444687
ORG_04055,Company_04055,58290,Uppsala län,Startup,aktiebolag,2022,839000.0,5.0,1.0,4.0,255600.0,2022.0,2024.0,448000.0,478000.0,3.293963314139803,2023.0,2024.0,1.0,2.0,100.0,409000.0,478000.0,1.0,2.0,-96.7060366858602,239000.0,58,58-60,J,"PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES",2.0,13.077368103521614,1.0986122886681098,12.384223015005313,2.0,0.2,13.639967177343745,12.451372913840931
ORG_04087,Company_04087,62010,Västerbottens län,Startup,aktiebolag,2021,4689000.0,3.0,0.0,3.0,950000.0,2021.0,2024.0,222000.0,3228000.0,144.0769965535954,2021.0,2024.0,1.0,11.0,122.39800905693153,1113000.0,3228000.0,7.0,11.0,21.678987496663865,293454.54545454547,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",3.0,14.987373618161271,2.4849066497880004,12.589481443250575,3.0,0.0,15.360730111336789,13.76421831620775
ORG_04101,Company_04101,86901,Västra Götalands län,Startup,aktiebolag,2021,6682000.0,6.0,6.0,0.0,2277537.23,2021.0,2024.0,71000.0,6949000.0,360.8447606135777,2021.0,2024.0,2.0,7.0,51.82944859378311,2026000.0,6949000.0,2.0,7.0,309.0153120197946,992714.2857142857,86,86-88,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,3.0,15.754108466202052,2.0794415416798357,13.808199180579829,3.0,1.0,15.714928051554619,14.638605693924873
ORG_04113,Company_04113,62010,Västra Götalands län,Startup,aktiebolag,2021,1009000.0,2.0,2.0,0.0,702853.0,2021.0,2024.0,74000.0,365000.0,70.22383930978673,2021.0,2024.0,1.0,3.0,44.22495703074083,307000.0,365000.0,4.0,3.0,25.998882279045894,121666.66666666667,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",3.0,12.807655372286902,1.3862943611198906,11.709048563040824,3.0,1.0,13.824471290415532,13.462904467858465
ORG_04124,Company_04124,62010,Skåne län,Startup,aktiebolag,2022,1209000.0,2.0,0.0,2.0,1560120.0,2022.0,2024.0,833000.0,1747000.0,44.81846897264945,2022.0,2024.0,1.0,3.0,73.20508075688772,1385000.0,1747000.0,2.0,3.0,-28.386611784238276,582333.3333333334,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",2.0,14.373411161525874,1.3862943611198906,13.274800017676146,2.0,0.0,14.005304956726446,14.260273940320344
ORG_04146,Company_04146,62010,Västra Götalands län,Startup,aktiebolag,2021,3488000.0,5.0,1.0,4.0,350000.0,2021.0,2024.0,131000.0,10450000.0,330.47539340257674,2021.0,2024.0,4.0,6.0,14.471424255333186,3208000.0,10450000.0,5.0,6.0,316.00396914724354,1741666.6666666667,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",3.0,16.16211263206887,1.9459101490553132,14.370353641309555,3.0,0.2,15.064839350708214,12.765691290604371
ORG_04162,Company_04162,62010,Norrbottens län,Startup,aktiebolag,2021,1784000.0,5.0,1.0,4.0,2726910.65,2021.0,2024.0,35000.0,2424000.0,310.6654726397375,2021.0,2024.0,3.0,4.0,10.064241629820891,1386000.0,2424000.0,3.0,4.0,300.6012310099166,606000.0,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",3.0,14.700930038712512,1.6094379124341003,13.314636915215106,3.0,0.2,14.394369152660051,14.818680263063067
ORG_04176,Company_04176,5911;59110,Hallands län,Startup,aktiebolag,2021,455000.0,1.0,0.0,1.0,80500.0,2021.0,2024.0,1147000.0,1328000.0,5.005380351798716,2021.0,2024.0,1.0,1.0,0.0,1889000.0,1328000.0,1.0,1.0,5.005380351798716,1328000.0,59,58-60,J,"PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES",3.0,14.099185362030282,0.6931471805599453,14.099185362030282,3.0,0.0,13.02805489573287,11.296024885689746
ORG_04202,Company_04202,62010,Västra Götalands län,Startup,aktiebolag,2021,9226000.0,4.0,2.0,2.0,3287082.45,2021.0,2024.0,122000.0,4612000.0,235.61638560472466,2021.0,2024.0,3.0,15.0,70.99759466766969,2246000.0,4612000.0,15.0,15.0,164.61879093705497,307466.6666666667,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",3.0,15.344172377196735,2.772588722239781,12.63612521164867,3.0,0.5,16.037536251489232,15.005511240215784
ORG_04221,Company_04221,88101,Västerbottens län,Startup,aktiebolag,2022,4254000.0,4.0,2.0,2.0,1502340.0,2022.0,2024.0,244000.0,2659000.0,230.11423755431326,2022.0,2024.0,2.0,3.0,22.474487139158896,925000.0,2659000.0,1.0,3.0,207.63975041515437,886333.3333333334,88,86-88,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,2.0,14.79346104630632,1.3862943611198906,13.694849509800111,2.0,0.5,15.263370509815164,14.222535116164497
ORG_04228,Company_04228,62010,Värmlands län,Startup,aktiebolag,2021,340000.0,3.0,0.0,3.0,200000.0,2021.0,2024.0,104000.0,1253000.0,129.2481874274639,2023.0,2024.0,1.0,1.0,0.0,1054000.0,1253000.0,1.0,1.0,129.2481874274639,1253000.0,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",3.0,14.041052031962483,0.6931471805599453,14.041052031962483,3.0,0.0,12.73670383776449,12.206077645517674
ORG_04281,Company_04281,72190,Västra Götalands län,Startup,aktiebolag,2022,2695000.0,4.0,0.0,4.0,3728830.19,2022.0,2024.0,100000.0,4253000.0,552.1502894272148,2023.0,2024.0,1.0,3.0,157.33333333333425,1485000.0,4253000.0,1.0,3.0,394.81695609388055,1417666.6666666667,72,69-75,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2.0,15.263135409363887,1.3862943611198906,14.164523590951847,2.0,0.0,14.80690913338268,15.13160538862701
ORG_04298,Company_04298,10890,Västra Götalands län,Startup,aktiebolag,2021,5804000.0,3.0,1.0,2.0,1940931.0,2021.0,2024.0,7796000.0,79194000.0,116.57424858461103,2021.0,2024.0,4.0,15.0,55.36162529769293,67204000.0,79194000.0,13.0,15.0,61.212623286918095,5279600.0,10,10-33,C,MANUFACTURING,3.0,18.187411108966366,2.772588722239781,15.479361084645207,3.0,0.3333333333333333,15.57405806528117,14.478678828049567
ORG_04335,Company_04335,46141,Skåne län,Startup,aktiebolag,2021,,4.0,1.0,3.0,3000000.0,2021.0,2024.0,1461000.0,3643000.0,35.60311055066319,2021.0,2024.0,2.0,2.0,0.0,1974000.0,3643000.0,2.0,2.0,35.60311055066319,1821500.0,46,46-47,G,WHOLESALE AND RETAIL TRADE,3.0,15.108318350489702,1.0986122886681098,14.415171444428683,3.0,0.25,,14.914123179965662
ORG_04374,Company_04374,26200,Västra Götalands län,Startup,aktiebolag,2021,68686000.0,3.0,0.0,3.0,1464302.27,2021.0,2024.0,74236000.0,89824000.0,6.559606796152995,2021.0,2024.0,104.0,66.0,-14.064976761357496,116964000.0,89824000.0,96.0,66.0,20.62458355751049,1360969.696969697,26,10-33,C,MANUFACTURING,3.0,18.31336276927663,4.204692619390966,14.123708750887268,3.0,0.0,18.045055966414093,14.1968901036898
ORG_04427,Company_04427,72110,Stockholms län,Startup,aktiebolag,2021,13654000.0,6.0,1.0,5.0,145296.12,2021.0,2024.0,28000.0,1352000.0,264.1437721657678,2021.0,2024.0,2.0,16.0,100.0,2016000.0,1352000.0,9.0,16.0,164.1437721657678,84500.0,72,69-75,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3.0,14.117096275229743,2.833213344056216,11.344518647594766,3.0,0.16666666666666666,16.42954315019897,11.886536028302059
ORG_04486,Company_04486,1623,Skåne län,Startup,aktiebolag,2022,6763000.0,4.0,2.0,2.0,275000.0,2022.0,2024.0,88000.0,4496000.0,614.7790504128468,2023.0,2024.0,3.0,12.0,157.33333333333425,1656000.0,4496000.0,3.0,12.0,457.4457170795125,374666.6666666667,16,10-33,C,MANUFACTURING,2.0,15.318698892975569,2.5649493574615367,12.833794689803248,2.0,0.5,15.72697728442044,12.524530013005734
ORG_04511,Company_04511,58290,Hallands län,Startup,aktiebolag,2022,1597000.0,2.0,0.0,2.0,200000.0,2022.0,2024.0,1004000.0,4961000.0,122.28888995541266,2022.0,2024.0,1.0,3.0,73.20508075688772,3805000.0,4961000.0,3.0,3.0,49.08380919852493,1653666.6666666667,58,58-60,J,"PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES",2.0,15.417118092855429,1.3862943611198906,14.318506207331684,2.0,0.0,14.28363805337103,12.206077645517674
ORG_04516,Company_04516,62010,Dalarnas län,Startup,aktiebolag,2022,1278000.0,5.0,0.0,5.0,25000.0,2022.0,2024.0,12000.0,1043000.0,778.6827984539975,2022.0,2024.0,3.0,4.0,15.470053837925146,448000.0,1043000.0,4.0,4.0,763.2127446160724,260750.0,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",2.0,13.85761269275522,1.6094379124341003,12.471321207946747,2.0,0.0,14.060807696391924,10.12667110305036
ORG_04589,Company_04589,71124,Blekinge län,Startup,aktiebolag,2022,143000.0,1.0,0.0,1.0,24893.0,2022.0,2024.0,954000.0,863000.0,-4.888898685319576,2023.0,2024.0,1.0,1.0,0.0,969000.0,863000.0,1.0,1.0,-4.888898685319576,863000.0,71,69-75,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2.0,13.668171128813444,0.6931471805599453,13.668171128813444,2.0,0.0,11.870606902224587,10.122382089560922
ORG_04592,Company_04592,62010,Västmanlands län,Startup,aktiebolag,2022,,2.0,0.0,2.0,10097440.82,2022.0,2024.0,973000.0,293000.0,-13.332707206208745,2023.0,2024.0,3.0,3.0,0.0,2265000.0,293000.0,3.0,3.0,-13.332707206208745,97666.66666666667,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",2.0,12.587931300962664,1.3862943611198906,11.489325838186527,2.0,0.0,,16.127792664580873
ORG_04601,Company_04601,74900,Stockholms län,Startup,aktiebolag,2022,1844000.0,4.0,3.0,1.0,300000.0,2022.0,2024.0,28000.0,25789000.0,778.6827984539975,2022.0,2024.0,2.0,5.0,58.11388300841897,1178000.0,25789000.0,2.0,5.0,720.5689154455786,5157800.0,74,69-75,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2.0,17.065458641163108,1.791759469228055,15.456020883833878,2.0,0.75,14.427448225397878,12.611541086966115
ORG_04633,Company_04633,2222,Värmlands län,Startup,aktiebolag,2022,19882000.0,4.0,3.0,1.0,10330464.44,2022.0,2024.0,4381000.0,7589000.0,31.61507931443317,2022.0,2024.0,5.0,21.0,104.93901531919198,10695000.0,7589000.0,13.0,21.0,-73.3239360047588,361380.95238095237,22,10-33,C,MANUFACTURING,2.0,15.842210520155708,3.091042453358316,12.797690717821798,2.0,0.75,16.805325408050976,16.15060789719598
ORG_04642,Company_04642,62010,Östergötlands län,Startup,aktiebolag,2022,15939000.0,5.0,0.0,5.0,410000.0,2022.0,2024.0,4991000.0,20066000.0,100.51026871996326,2022.0,2024.0,1.0,14.0,157.33333333333425,27479000.0,20066000.0,11.0,14.0,-56.82306461337099,1433285.7142857143,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",2.0,16.814537448303238,2.70805020110221,14.175480766549791,2.0,0.0,16.584279556840382,12.923914877701906
ORG_04663,Company_04663,39000,Stockholms län,Startup,aktiebolag,2022,2104000.0,3.0,0.0,3.0,3850000.0,2022.0,2024.0,227000.0,2507000.0,232.32593734820225,2022.0,2024.0,1.0,4.0,100.0,775000.0,2507000.0,2.0,4.0,132.32593734820225,626750.0,39,36-39,E,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",2.0,14.734597776023477,1.6094379124341003,13.348304611551775,2.0,0.0,14.559351328124796,15.163583966004193
ORG_04691,Company_04691,71122,Västra Götalands län,Startup,aktiebolag,2022,9359000.0,3.0,2.0,1.0,750000.0,2022.0,2024.0,1328000.0,8016000.0,145.68566458613844,2022.0,2024.0,1.0,11.0,157.33333333333425,6592000.0,8016000.0,6.0,11.0,-11.647668747195809,728727.2727272727,71,69-75,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2.0,15.896950227057275,2.4849066497880004,13.49905620176296,2.0,0.6666666666666666,16.05184911198841,13.527829818844937
ORG_04753,Company_04753,01471;01500;01610,Skåne län,Startup,aktiebolag,2022,1089000.0,1.0,0.0,1.0,819246.07,2022.0,2024.0,12000.0,736000.0,683.1560082980487,2023.0,2024.0,1.0,3.0,157.33333333333425,974000.0,736000.0,1.0,3.0,525.8226749647145,245333.33333333334,1,01-03,A,"AGRICULTURE, FORESTRY AND FISHING",2.0,13.508986756405742,1.3862943611198906,12.410377185121552,2.0,0.0,13.900771320188321,13.616140990112799
ORG_04773,Company_04773,62020,Skåne län,Startup,aktiebolag,2022,4504000.0,7.0,3.0,4.0,468201.24,2022.0,2024.0,715000.0,1017000.0,19.26347397160717,2022.0,2024.0,2.0,7.0,87.08286933869707,712000.0,1017000.0,3.0,7.0,-67.8193953670899,145285.7142857143,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",2.0,13.832368658314383,2.0794415416798357,11.88646440894088,2.0,0.42857142857142855,15.320476670826505,13.056655618307724
ORG_04798,Company_04798,70220,Västra Götalands län,Startup,aktiebolag,2022,2598000.0,2.0,0.0,2.0,1830000.0,2022.0,2024.0,1960000.0,4065000.0,44.01317966897109,2022.0,2024.0,2.0,2.0,0.0,3922000.0,4065000.0,2.0,2.0,44.01317966897109,2032500.0,70,69-75,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2.0,15.217924546966477,1.0986122886681098,14.524777612408903,2.0,0.0,14.770252861124078,14.419827071265543
ORG_04842,Company_04842,62010,Värmlands län,Startup,aktiebolag,2022,2600000.0,4.0,0.0,4.0,195549.0,2022.0,2024.0,833000.0,1046000.0,12.05812245939002,2022.0,2024.0,2.0,4.0,41.42135623730952,813000.0,1046000.0,3.0,4.0,-29.363233777919497,261500.0,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",2.0,13.860484879629492,1.6094379124341003,12.474193386571581,2.0,0.0,14.77102238760702,12.18357138018366
ORG_04901,Company_04901,58290,Västerbottens län,Startup,aktiebolag,2022,4465000.0,3.0,1.0,2.0,767700.0,2022.0,2024.0,230000.0,5575000.0,392.33251400636345,2022.0,2024.0,2.0,6.0,73.20508075688772,1597000.0,5575000.0,3.0,6.0,319.12743324947576,929166.6666666666,58,58-60,J,"PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES",2.0,15.533803054682638,1.9459101490553132,13.742044482315006,2.0,0.3333333333333333,15.311779996256877,13.5511556134073
ORG_04914,Company_04914,72190,Skåne län,Startup,aktiebolag,2022,1949000.0,1.0,1.0,0.0,298488.0,2022.0,2024.0,857000.0,2205000.0,60.40351684019416,2022.0,2024.0,3.0,5.0,29.09944487358056,1150000.0,2205000.0,4.0,5.0,31.3040719666136,441000.0,72,69-75,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2.0,14.606238520377719,1.791759469228055,12.996802422000108,2.0,1.0,14.482827491573198,12.60648836021451
ORG_04976,Company_04976,62010,Västra Götalands län,Startup,aktiebolag,2022,2295000.0,3.0,1.0,2.0,685000.0,2022.0,2024.0,3000.0,696000.0,778.6827984539975,2023.0,2024.0,1.0,2.0,100.0,521000.0,696000.0,1.0,2.0,678.6827984539975,348000.0,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",2.0,13.453106376097134,1.0986122886681098,12.759960632315702,2.0,0.3333333333333333,14.646243837206535,13.437175577097312
ORG_04980,Company_04980,58290,Stockholms län,Startup,aktiebolag,2022,1073000.0,1.0,0.0,1.0,316466.0,2022.0,2024.0,1255000.0,338000.0,-13.332707206208745,2022.0,2024.0,3.0,1.0,-17.283933200393964,513000.0,338000.0,5.0,1.0,3.9512259941852186,338000.0,58,58-60,J,"PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES",2.0,12.73080413304066,0.6931471805599453,12.73080413304066,2.0,0.0,13.88596995357885,12.664974249727509
ORG_05014,Company_05014,46460,Västernorrlands län,Startup,aktiebolag,2023,,2.0,0.0,2.0,1300000.0,2023.0,2024.0,524000.0,1026000.0,95.80152671755727,2023.0,2024.0,1.0,1.0,0.0,524000.0,1026000.0,1.0,1.0,95.80152671755727,1026000.0,46,46-47,G,WHOLESALE AND RETAIL TRADE,1.0,13.841179279371246,0.6931471805599453,13.841179279371246,1.0,0.0,,14.077875591662238
ORG_05037,Company_05037,62010,Stockholms län,Startup,aktiebolag,2022,5998000.0,2.0,0.0,2.0,1000000.0,2022.0,2024.0,500000.0,5463000.0,230.54500450014368,2022.0,2024.0,2.0,7.0,87.08286933869707,1564000.0,5463000.0,4.0,7.0,143.4621351614466,780428.5714285715,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",2.0,15.513508830427444,2.0794415416798357,13.567599779668965,2.0,0.0,15.606936805013317,13.815511557963774
ORG_05128,Company_05128,58290,Stockholms län,Startup,aktiebolag,2022,5072000.0,4.0,1.0,3.0,300000.0,2022.0,2024.0,32000.0,558000.0,317.5823272122517,2023.0,2024.0,3.0,6.0,100.0,162000.0,558000.0,3.0,6.0,217.5823272122517,93000.0,58,58-60,J,"PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES",2.0,13.232116033476537,1.9459101490553132,11.440365524765756,2.0,0.25,15.439245972260062,12.611541086966115
ORG_05295,Company_05295,62010,Stockholms län,Startup,aktiebolag,2023,1186000.0,1.0,0.0,1.0,292008.0,2023.0,2024.0,263000.0,1267000.0,381.7490494296578,2023.0,2024.0,1.0,2.0,100.0,263000.0,1267000.0,1.0,2.0,281.7490494296578,633500.0,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",1.0,14.052163248568947,1.0986122886681098,13.35901685727405,1.0,0.0,13.986097701709772,12.584539902693242
ORG_05319,Company_05319,72190,Uppsala län,Startup,aktiebolag,2023,3105000.0,4.0,3.0,1.0,1015000.0,2023.0,2024.0,25000.0,799000.0,778.6827984539975,2023.0,2024.0,5.0,5.0,0.0,25000.0,799000.0,5.0,5.0,778.6827984539975,159800.0,72,69-75,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1.0,13.591117476312084,1.791759469228055,11.98168457011701,1.0,0.75,14.948524595410856,13.830400155679214
ORG_05382,Company_05382,26510,Norrbottens län,Startup,aktiebolag,2023,526000.0,3.0,1.0,2.0,1190000.0,2023.0,2024.0,1583000.0,1560000.0,-1.452937460518,2023.0,2024.0,1.0,1.0,0.0,1583000.0,1560000.0,1.0,1.0,-1.452937460518,1560000.0,26,10-33,C,MANUFACTURING,1.0,14.260197020251155,0.6931471805599453,14.260197020251155,1.0,0.3333333333333333,13.173058392858724,13.989464705423494
