Org Number,Legal Name,SNI Code,Region,Classification,turnover_first_year,turnover_last_year,turnover_first_value,turnover_last_value,turnover_cagr_pct,employees_first_year,employees_last_year,employees_first_value,employees_last_value,employees_cagr_pct,turnover_2023,turnover_2024,employees_2023,employees_2024,efficiency_growth_gap_pct,cagr_per_employee,turnover_per_employee_2024,scalability_ratio,sni_2digit,division_interval,section_code,section_desc,sni_category
ORG_03574,Company_03574,58290,Jönköpings län,Startup,2021.0,2024.0,76000.0,7990000.0,371.9663790140547,2021.0,2024.0,5.0,6.0,6.265856918261115,5191000.0,7990000.0,4.0,6.0,365.7005220957936,61.994396502342454,1331666.6666666667,59.364007807136765,58,58-60,J,"PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES","58-60 J - PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES"
ORG_03575,Company_03575,46699,Jönköpings län,Startup,2021.0,2024.0,2001000.0,14149000.0,91.93737575079474,2021.0,2024.0,1.0,4.0,58.74010519681994,11642000.0,14149000.0,3.0,4.0,33.1972705539748,22.984343937698686,3537250.0,1.5651551089794784,46,46-47,G,WHOLESALE AND RETAIL TRADE,46-47 G - WHOLESALE AND RETAIL TRADE
ORG_03578,Company_03578,58290,Stockholms län,Startup,2021.0,2024.0,106000.0,3574000.0,223.05978097775068,2021.0,2024.0,1.0,5.0,70.99759466766969,697000.0,3574000.0,5.0,5.0,152.062186310081,44.611956195550135,714800.0,3.1417934934537417,58,58-60,J,"PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES","58-60 J - PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES"
ORG_03610,Company_03610,10890,Skåne län,Startup,2020.0,2024.0,951000.0,2157000.0,22.720582225569387,2021.0,2024.0,3.0,3.0,0.0,4306000.0,2157000.0,4.0,3.0,22.720582225569387,7.5735274085231294,719000.0,,10,10-33,C,MANUFACTURING,10-33 C - MANUFACTURING
ORG_03633,Company_03633,71122,Västra Götalands län,Startup,2020.0,2024.0,3000.0,3404000.0,480.3861954861844,2021.0,2024.0,2.0,2.0,0.0,3523000.0,3404000.0,3.0,2.0,480.3861954861844,240.1930977430922,1702000.0,,71,69-75,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","69-75 N - PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
ORG_03656,Company_03656,72110,Västerbottens län,Startup,2021.0,2024.0,2775000.0,612000.0,-13.332707206208745,2021.0,2024.0,1.0,1.0,0.0,0.0,612000.0,1.0,1.0,-13.332707206208745,-13.332707206208745,612000.0,,72,69-75,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","69-75 N - PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
ORG_03657,Company_03657,62010,Stockholms län,Startup,2021.0,2024.0,432000.0,10341000.0,188.19930584316845,2021.0,2024.0,2.0,4.0,25.99210498948732,8447000.0,10341000.0,6.0,4.0,162.20720085368112,47.04982646079211,2585250.0,7.2406334892571,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES","61-63 K - TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES"
ORG_03658,Company_03658,62010,Västra Götalands län,Startup,2021.0,2024.0,1360000.0,1534000.0,4.094747742664762,2021.0,2024.0,2.0,5.0,35.72088082974532,468000.0,1534000.0,4.0,5.0,-31.626133087080557,0.8189495485329523,306800.0,0.11463176852164864,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES","61-63 K - TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES"
ORG_03661,Company_03661,28290;95290,Västra Götalands län,Startup,2021.0,2024.0,1497000.0,8106000.0,75.60151819323018,2021.0,2024.0,4.0,11.0,40.10196653276936,4793000.0,8106000.0,10.0,11.0,35.49955166046082,6.872865290293652,736909.0909090909,1.8852321900835542,28,10-33,C,MANUFACTURING,10-33 C - MANUFACTURING
ORG_03663,Company_03663,62010,Skåne län,Startup,2021.0,2024.0,341000.0,1054000.0,45.66730228453515,2021.0,2024.0,1.0,1.0,0.0,2035000.0,1054000.0,1.0,1.0,45.66730228453515,45.66730228453515,1054000.0,,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES","61-63 K - TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES"
ORG_03667,Company_03667,62010,Västra Götalands län,Startup,2021.0,2024.0,3000.0,734000.0,525.4485668722872,2021.0,2024.0,5.0,4.0,-7.168223327744416,416000.0,734000.0,7.0,4.0,532.6167902000316,131.3621417180718,183500.0,-73.30248275588075,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES","61-63 K - TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES"
ORG_03753,Company_03753,78100,Stockholms län,Startup,2021.0,2024.0,1727000.0,28990000.0,156.04637162715855,2021.0,2024.0,12.0,38.0,46.84780191517228,29469000.0,28990000.0,52.0,38.0,109.19856971198627,4.1064834638725936,762894.7368421053,3.3309219482637213,78,77-82,O,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77-82 O - ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
ORG_03762,Company_03762,71122,Dalarnas län,Startup,2021.0,2024.0,1651000.0,1708000.0,1.1378221905651076,2021.0,2024.0,1.0,2.0,25.99210498948732,2472000.0,1708000.0,2.0,2.0,-24.854282798922213,0.5689110952825538,854000.0,0.043775684617513945,71,69-75,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","69-75 N - PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
ORG_03801,Company_03801,58290,Stockholms län,Startup,2021.0,2024.0,718000.0,309000.0,-13.332707206208745,2021.0,2024.0,1.0,3.0,44.22495703074083,378000.0,309000.0,3.0,3.0,-57.55766423694958,-4.444235735402915,103000.0,-0.3014747351126008,58,58-60,J,"PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES","58-60 J - PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES"
ORG_03810,Company_03810,28990,Västra Götalands län,Startup,2021.0,2024.0,375000.0,1636000.0,63.39948266982021,2021.0,2024.0,1.0,4.0,58.74010519681994,765000.0,1636000.0,2.0,4.0,4.659377473000269,15.849870667455052,409000.0,1.0793219123014528,28,10-33,C,MANUFACTURING,10-33 C - MANUFACTURING
ORG_03833,Company_03833,77210,Västra Götalands län,Startup,2021.0,2024.0,180000.0,4928000.0,201.3927015577893,2021.0,2024.0,2.0,4.0,25.99210498948732,5780000.0,4928000.0,4.0,4.0,175.40059656830198,50.34817538944733,1232000.0,7.748225918571964,77,77-82,O,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77-82 O - ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
ORG_03840,Company_03840,26600,Västra Götalands län,Startup,2021.0,2024.0,176000.0,501000.0,41.72344024842103,2021.0,2024.0,2.0,7.0,51.82944859378311,306000.0,501000.0,3.0,7.0,-10.106008345362085,5.960491464060147,71571.42857142857,0.805014164349526,26,10-33,C,MANUFACTURING,10-33 C - MANUFACTURING
ORG_03871,Company_03871,70220,Hallands län,Startup,2021.0,2024.0,1649000.0,1335000.0,-6.799079143277121,2021.0,2024.0,2.0,2.0,0.0,1296000.0,1335000.0,3.0,2.0,-6.799079143277121,-3.3995395716385604,667500.0,,70,69-75,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","69-75 N - PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
ORG_03872,Company_03872,58290,Jönköpings län,Startup,2021.0,2024.0,24000.0,956000.0,241.51953477250743,2021.0,2024.0,2.0,3.0,14.471424255333186,980000.0,956000.0,3.0,3.0,227.04811051717425,80.50651159083581,318666.6666666667,16.68941014451288,58,58-60,J,"PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES","58-60 J - PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES"
ORG_03875,Company_03875,70220,Västra Götalands län,Startup,2021.0,2024.0,527000.0,2378000.0,65.24706135663965,2021.0,2024.0,2.0,3.0,14.471424255333186,4217000.0,2378000.0,3.0,3.0,50.77563710130646,21.749020452213216,792666.6666666666,4.508682781005056,70,69-75,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","69-75 N - PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
ORG_03883,Company_03883,62010,Västra Götalands län,Startup,2021.0,2024.0,93000.0,510000.0,76.34469902707808,2022.0,2024.0,5.0,6.0,9.544511501033215,851000.0,510000.0,7.0,6.0,66.80018752604487,12.724116504513013,85000.0,7.998806331661248,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES","61-63 K - TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES"
ORG_03892,Company_03892,70220,Stockholms län,Startup,2021.0,2024.0,1853000.0,5225000.0,41.276618642353654,2021.0,2024.0,2.0,2.0,0.0,3208000.0,5225000.0,2.0,2.0,41.276618642353654,20.638309321176827,2612500.0,,70,69-75,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","69-75 N - PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
ORG_03893,Company_03893,58290;86222,Stockholms län,Startup,2021.0,2024.0,33000.0,8061000.0,525.112706946936,2021.0,2024.0,1.0,3.0,44.22495703074083,4521000.0,8061000.0,1.0,3.0,480.88774991619516,175.037568982312,2687000.0,11.873673649517158,58,58-60,J,"PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES","58-60 J - PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES"
ORG_03896,Company_03896,77330,Örebro län,Startup,2021.0,2024.0,1306000.0,1714000.0,9.485317016849603,2023.0,2024.0,1.0,1.0,0.0,6767000.0,1714000.0,1.0,1.0,9.485317016849603,9.485317016849603,1714000.0,,77,77-82,O,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77-82 O - ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
ORG_03903,Company_03903,20590,Stockholms län,Startup,2021.0,2024.0,5050000.0,24448000.0,69.16765127127545,2021.0,2024.0,4.0,19.0,68.09877033994816,16154000.0,24448000.0,10.0,19.0,1.0688809313272856,3.6404026984881814,1286736.8421052631,1.0156960386507927,20,10-33,C,MANUFACTURING,10-33 C - MANUFACTURING
ORG_03918,Company_03918,10890,Stockholms län,Startup,2021.0,2024.0,134000.0,8955000.0,305.8076819117575,2022.0,2024.0,2.0,3.0,22.474487139158896,5332000.0,8955000.0,3.0,3.0,283.33319477259863,101.93589397058584,2985000.0,13.606881439306665,10,10-33,C,MANUFACTURING,10-33 C - MANUFACTURING
ORG_03947,Company_03947,58290;73111,Jönköpings län,Startup,2021.0,2024.0,2000.0,466000.0,515.3449493663682,2021.0,2024.0,1.0,1.0,0.0,69000.0,466000.0,1.0,1.0,515.3449493663682,515.3449493663682,466000.0,,58,58-60,J,"PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES","58-60 J - PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES"
ORG_03962,Company_03962,72110,Skåne län,Startup,2022.0,2024.0,1702000.0,1923000.0,6.29427258996087,2022.0,2024.0,5.0,6.0,9.544511501033215,1100000.0,1923000.0,5.0,6.0,-3.250238911072345,1.049045431660145,320500.0,0.6594651375588474,72,69-75,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","69-75 N - PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
ORG_03971,Company_03971,63110,Stockholms län,Startup,2021.0,2024.0,153000.0,16932000.0,380.10800038936026,2021.0,2024.0,1.0,6.0,81.71205928321396,9162000.0,16932000.0,6.0,6.0,298.3959411061463,63.35133339822671,2822000.0,4.651798078811184,63,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES","61-63 K - TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES"
ORG_03987,Company_03987,77210,Kronobergs län,Startup,2021.0,2024.0,4167000.0,3919000.0,-2.0245528252609057,2022.0,2024.0,1.0,1.0,0.0,3152000.0,3919000.0,1.0,1.0,-2.0245528252609057,-2.0245528252609057,3919000.0,,77,77-82,O,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77-82 O - ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
ORG_04006,Company_04006,62010,Stockholms län,Startup,2021.0,2024.0,30000.0,882000.0,208.63779681585845,2022.0,2024.0,4.0,4.0,0.0,365000.0,882000.0,4.0,4.0,208.63779681585845,52.15944920396461,220500.0,,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES","61-63 K - TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES"
ORG_04055,Company_04055,58290,Uppsala län,Startup,2022.0,2024.0,448000.0,478000.0,3.293963314139803,2023.0,2024.0,1.0,2.0,100.0,409000.0,478000.0,1.0,2.0,-96.7060366858602,1.6469816570699014,239000.0,0.03293963314139803,58,58-60,J,"PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES","58-60 J - PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES"
ORG_04087,Company_04087,62010,Västerbottens län,Startup,2021.0,2024.0,222000.0,3228000.0,144.0769965535954,2021.0,2024.0,1.0,11.0,122.39800905693153,1113000.0,3228000.0,7.0,11.0,21.678987496663865,13.097908777599581,293454.54545454547,1.17711879191254,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES","61-63 K - TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES"
ORG_04101,Company_04101,86901,Västra Götalands län,Startup,2021.0,2024.0,71000.0,6949000.0,360.8447606135777,2021.0,2024.0,2.0,7.0,51.82944859378311,2026000.0,6949000.0,2.0,7.0,309.0153120197946,51.54925151622539,992714.2857142857,6.962157043994882,86,86-88,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86-88 R - HUMAN HEALTH AND SOCIAL WORK ACTIVITIES
ORG_04113,Company_04113,62010,Västra Götalands län,Startup,2021.0,2024.0,74000.0,365000.0,70.22383930978673,2021.0,2024.0,1.0,3.0,44.22495703074083,307000.0,365000.0,4.0,3.0,25.998882279045894,23.407946436595577,121666.66666666667,1.5878780676027346,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES","61-63 K - TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES"
ORG_04124,Company_04124,62010,Skåne län,Startup,2022.0,2024.0,833000.0,1747000.0,44.81846897264945,2022.0,2024.0,1.0,3.0,73.20508075688772,1385000.0,1747000.0,2.0,3.0,-28.386611784238276,14.939489657549816,582333.3333333334,0.612231671753638,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES","61-63 K - TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES"
ORG_04146,Company_04146,62010,Västra Götalands län,Startup,2021.0,2024.0,131000.0,10450000.0,330.47539340257674,2021.0,2024.0,4.0,6.0,14.471424255333186,3208000.0,10450000.0,5.0,6.0,316.00396914724354,55.07923223376279,1741666.6666666667,22.836411093454462,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES","61-63 K - TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES"
ORG_04162,Company_04162,62010,Norrbottens län,Startup,2021.0,2024.0,35000.0,2424000.0,310.6654726397375,2021.0,2024.0,3.0,4.0,10.064241629820891,1386000.0,2424000.0,3.0,4.0,300.6012310099166,77.66636815993438,606000.0,30.86824462950283,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES","61-63 K - TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES"
ORG_04176,Company_04176,5911;59110,Hallands län,Startup,2021.0,2024.0,1147000.0,1328000.0,5.005380351798716,2021.0,2024.0,1.0,1.0,0.0,1889000.0,1328000.0,1.0,1.0,5.005380351798716,5.005380351798716,1328000.0,,59,58-60,J,"PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES","58-60 J - PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES"
ORG_04202,Company_04202,62010,Västra Götalands län,Startup,2021.0,2024.0,122000.0,4612000.0,235.61638560472466,2021.0,2024.0,3.0,15.0,70.99759466766969,2246000.0,4612000.0,15.0,15.0,164.61879093705497,15.707759040314977,307466.6666666667,3.3186530713838076,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES","61-63 K - TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES"
ORG_04221,Company_04221,88101,Västerbottens län,Startup,2022.0,2024.0,244000.0,2659000.0,230.11423755431326,2022.0,2024.0,2.0,3.0,22.474487139158896,925000.0,2659000.0,1.0,3.0,207.63975041515437,76.70474585143775,886333.3333333334,10.238909396662889,88,86-88,R,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86-88 R - HUMAN HEALTH AND SOCIAL WORK ACTIVITIES
ORG_04228,Company_04228,62010,Värmlands län,Startup,2021.0,2024.0,104000.0,1253000.0,129.2481874274639,2023.0,2024.0,1.0,1.0,0.0,1054000.0,1253000.0,1.0,1.0,129.2481874274639,129.2481874274639,1253000.0,,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES","61-63 K - TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES"
ORG_04281,Company_04281,72190,Västra Götalands län,Startup,2022.0,2024.0,100000.0,4253000.0,552.1502894272148,2023.0,2024.0,1.0,3.0,157.33333333333425,1485000.0,4253000.0,1.0,3.0,394.81695609388055,184.0500964757383,1417666.6666666667,3.5094298056814295,72,69-75,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","69-75 N - PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
ORG_04298,Company_04298,10890,Västra Götalands län,Startup,2021.0,2024.0,7796000.0,79194000.0,116.57424858461103,2021.0,2024.0,4.0,15.0,55.36162529769293,67204000.0,79194000.0,13.0,15.0,61.212623286918095,7.771616572307402,5279600.0,2.1056868897501277,10,10-33,C,MANUFACTURING,10-33 C - MANUFACTURING
ORG_04335,Company_04335,46141,Skåne län,Startup,2021.0,2024.0,1461000.0,3643000.0,35.60311055066319,2021.0,2024.0,2.0,2.0,0.0,1974000.0,3643000.0,2.0,2.0,35.60311055066319,17.801555275331594,1821500.0,,46,46-47,G,WHOLESALE AND RETAIL TRADE,46-47 G - WHOLESALE AND RETAIL TRADE
ORG_04374,Company_04374,26200,Västra Götalands län,Startup,2021.0,2024.0,74236000.0,89824000.0,6.559606796152995,2021.0,2024.0,104.0,66.0,-14.064976761357496,116964000.0,89824000.0,96.0,66.0,20.62458355751049,0.09938798175989386,1360969.696969697,-0.46637878664506854,26,10-33,C,MANUFACTURING,10-33 C - MANUFACTURING
ORG_04427,Company_04427,72110,Stockholms län,Startup,2021.0,2024.0,28000.0,1352000.0,264.1437721657678,2021.0,2024.0,2.0,16.0,100.0,2016000.0,1352000.0,9.0,16.0,164.1437721657678,16.50898576036049,84500.0,2.6414377216576783,72,69-75,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","69-75 N - PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
ORG_04486,Company_04486,1623,Skåne län,Startup,2022.0,2024.0,88000.0,4496000.0,614.7790504128468,2023.0,2024.0,3.0,12.0,157.33333333333425,1656000.0,4496000.0,3.0,12.0,457.4457170795125,51.2315875344039,374666.6666666667,3.90749396448841,16,10-33,C,MANUFACTURING,10-33 C - MANUFACTURING
ORG_04511,Company_04511,58290,Hallands län,Startup,2022.0,2024.0,1004000.0,4961000.0,122.28888995541266,2022.0,2024.0,1.0,3.0,73.20508075688772,3805000.0,4961000.0,3.0,3.0,49.08380919852493,40.76296331847089,1653666.6666666667,1.6704973027969336,58,58-60,J,"PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES","58-60 J - PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES"
ORG_04516,Company_04516,62010,Dalarnas län,Startup,2022.0,2024.0,12000.0,1043000.0,778.6827984539975,2022.0,2024.0,3.0,4.0,15.470053837925146,448000.0,1043000.0,4.0,4.0,763.2127446160724,194.67069961349938,260750.0,50.33484735166474,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES","61-63 K - TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES"
ORG_04589,Company_04589,71124,Blekinge län,Startup,2022.0,2024.0,954000.0,863000.0,-4.888898685319576,2023.0,2024.0,1.0,1.0,0.0,969000.0,863000.0,1.0,1.0,-4.888898685319576,-4.888898685319576,863000.0,,71,69-75,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","69-75 N - PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
ORG_04592,Company_04592,62010,Västmanlands län,Startup,2022.0,2024.0,973000.0,293000.0,-13.332707206208745,2023.0,2024.0,3.0,3.0,0.0,2265000.0,293000.0,3.0,3.0,-13.332707206208745,-4.444235735402915,97666.66666666667,,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES","61-63 K - TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES"
ORG_04601,Company_04601,74900,Stockholms län,Startup,2022.0,2024.0,28000.0,25789000.0,778.6827984539975,2022.0,2024.0,2.0,5.0,58.11388300841897,1178000.0,25789000.0,2.0,5.0,720.5689154455786,155.7365596907995,5157800.0,13.399256049388224,74,69-75,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","69-75 N - PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
ORG_04633,Company_04633,2222,Värmlands län,Startup,2022.0,2024.0,4381000.0,7589000.0,31.61507931443317,2022.0,2024.0,5.0,21.0,104.93901531919198,10695000.0,7589000.0,13.0,21.0,-73.3239360047588,1.5054799673539605,361380.95238095237,0.3012709736056689,22,10-33,C,MANUFACTURING,10-33 C - MANUFACTURING
ORG_04642,Company_04642,62010,Östergötlands län,Startup,2022.0,2024.0,4991000.0,20066000.0,100.51026871996326,2022.0,2024.0,1.0,14.0,157.33333333333425,27479000.0,20066000.0,11.0,14.0,-56.82306461337099,7.179304908568804,1433285.7142857143,0.6388364537285763,62,61-63,K,"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES","61-63 K - TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES"
ORG_04663,Company_04663,39000,Stockholms län,Startup,2022.0,2024.0,227000.0,2507000.0,232.32593734820225,2022.0,2024.0,1.0,4.0,100.0,775000.0,2507000.0,2.0,4.0,132.32593734820225,58.08148433705056,626750.0,2.3232593734820224,39,36-39,E,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES","36-39 E - WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES"
ORG_04691,Company_04691,71122,Västra Götalands län,Startup,2022.0,2024.0,1328000.0,8016000.0,145.68566458613844,2022.0,2024.0,1.0,11.0,157.33333333333425,6592000.0,8016000.0,6.0,11.0,-11.647668747195809,13.244151326012586,728727.2727272727,0.9259682071152813,71,69-75,N,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","69-75 N - PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
ORG_04753,Company_04753,01471;01500;01610,Skåne län,Startup,2022.0,2024.0,12000.0,736000.0,683.1560082980487,2023.0,2024.0,1.0,3.0,157.33333333333425,974000.0,736000.0,1.0,3.0,525.8226749647145,227.7186694326829,245333.33333333334,4.342093273080793,1,01-03,A,"AGRICULTURE, FORESTRY AND FISHING","01-03 A - AGRICULTURE, FORESTRY AND FISHING"
